Income_log,Customer Lifetime Value_log,Monthly Premium Auto_log,Total Claim Amount
4.2499317566341945,3.923003168683675,2.037426497940624,132.588288
4.257846501591155,3.681391540860363,1.792391689498254,297.6
4.761476779544702,3.7593613391556384,1.8692317197309762,269.905129
4.5135771429468425,3.782910708680768,1.8808135922807914,380.036697
4.644444503074209,3.903215280952088,2.0293837776852097,513.6
4.644444503074209,3.3791087929267087,1.845098040014257,425.266308
4.818192891259602,3.677863977157824,1.792391689498254,49.011099
4.781575877033918,3.6365266120308486,2.0293837776852097,513.6
4.644444503074209,3.9732539548239854,2.113943352306837,936.0
4.621560535081076,3.843026768171033,1.9444826721501687,142.062768
4.509242857406769,3.886155811029604,1.8129133566428555,45.152521
4.644444503074209,3.940395002400768,2.0681858617461617,561.6
4.607787318992725,3.772963029832552,1.8692317197309762,30.567357
4.902535908227196,3.3896935271130566,1.792391689498254,271.606799
4.751263703196734,3.826176665673789,1.9294189257142926,408.0
4.547245355641268,3.878305762997254,1.9912260756924949,470.4
4.4441072798376,3.929045721774916,2.037426497940624,784.8
4.658068662483436,3.8872511486294976,1.8195439355418688,316.8
4.814220951081346,4.381738269416365,1.8260748027008264,396.082036
4.644444503074209,3.862731684716701,2.0086001717619175,489.6
4.322074505773784,3.6787863250749813,2.123851640967086,638.4
4.577939650451199,3.832923299804335,1.9344984512435677,465.633954
4.967131265491683,3.392658504012292,1.792391689498254,368.400146
4.873117069433049,3.4919109447757855,1.8920946026904804,236.902001
4.644444503074209,3.474489517648733,1.919078092376074,582.679087
4.6705519784465075,3.9495235728905773,2.0492180226701815,64.109663
4.948256435057172,3.740319038573219,1.8325089127062364,326.4
4.451202892057113,4.176773971033594,2.2833012287035497,921.6
4.525757243152311,3.3995193334987923,1.7993405494535817,101.89645
4.631240780235509,4.494457215476237,2.0530784434834195,542.4
4.769746467179454,3.4960301747014904,1.8920946026904804,143.747794
4.340047317661393,3.5840429407289967,1.9867717342662448,424.077159
4.402278581895561,4.071532081546234,1.8195439355418688,316.8
4.644444503074209,3.8942090447128903,1.8388490907372552,2.704934
4.383599959933904,3.634054695120231,2.037426497940624,523.2
4.619208152929774,3.776263539244885,1.8692317197309762,113.801497
4.453410082711584,3.753616942957567,1.8573324964312685,192.87572
4.844060699573017,3.67502173077156,2.0718820073061255,828.662719
4.644444503074209,3.904519697647022,1.8692317197309762,532.8
4.644444503074209,3.6045460954035144,2.0681858617461617,975.107098
4.905990055603331,3.9830988094161386,2.0755469613925306,53.798708
4.644444503074209,3.356938532771283,1.7993405494535817,606.642452
4.9900367863184,3.9801364554916416,1.8976270912904414,289.9122
4.786907513023095,4.016555069407265,1.9493900066449128,392.604371
4.644444503074209,3.3927182669251934,1.8692317197309762,721.242206
4.701870072947406,3.749664327069983,2.146128035678238,456.52385
4.644444503074209,3.956510312818058,2.103803720955957,1087.995426
4.800861361023446,3.8255652558931477,2.225309281725863,806.4
4.644444503074209,3.5718839794696615,1.9822712330395684,460.8
4.8095260470914,3.5635724743571804,1.9637878273455553,251.992083
4.644444503074209,3.8992090653841442,1.8573324964312685,345.6
4.460281278177911,3.699989535703606,1.8260748027008264,321.6
4.888348010178049,3.902452098884791,1.99563519459755,99.257608
4.644444503074209,3.589442040072319,2.0211892990699383,504.0
4.389077443792349,3.424773536425072,1.845098040014257,336.0
4.980898323316368,3.932715614875235,2.0293837776852097,178.006524
4.421143067071665,3.688879015640587,2.100370545117563,604.8
4.243385345371658,3.9891518992225903,2.103803720955957,8.312729
4.950705534773861,3.4692553996749185,1.8692317197309762,316.599228
4.473589144981379,3.411806672411265,1.8129133566428555,312.0
4.714447120773349,3.546220001523965,1.9637878273455553,56.300724
4.380717623275317,3.9887083085656254,1.9138138523837167,393.6
4.4493549587027985,3.588120046698577,2.0211892990699383,701.708239
4.72185181766805,3.8836206714391657,1.806179973983887,128.705563
4.644444503074209,3.3593795031448286,1.7993405494535817,679.368378
4.9289230360675935,3.6508342439458508,2.0453229787866576,497.126827
4.644444503074209,3.940263511183143,2.0718820073061255,566.4
4.396373727536506,3.351883163482717,1.7993405494535817,347.857619
4.644444503074209,3.8701812765188164,1.8864907251724818,554.4
4.339967914702601,3.890485793323893,1.8325089127062364,465.41477
4.644444503074209,3.8431294510754688,1.8388490907372552,496.8
4.644444503074209,3.628417809570941,1.7853298350107671,292.8
4.849413270974363,4.296150894836286,1.9138138523837167,256.813837
4.644444503074209,4.329264946396053,1.8692317197309762,355.2
4.439348486069748,3.3825824670653115,1.7993405494535817,542.319401
4.201315174233992,4.1864999781404455,2.0043213737826426,303.148399
4.400382548045429,3.927214373360227,1.863322860120456,25.438063
4.644444503074209,3.3403732183126658,1.7853298350107671,292.8
4.708131840899158,3.761941528023405,1.8692317197309762,787.993313
4.45267559817561,3.6665162619059464,2.0681858617461617,84.024413
4.791311616105738,3.6498541146198487,2.0492180226701815,215.8182
4.958907742687202,3.7758374651199316,1.8692317197309762,232.926145
4.644444503074209,3.7073796695363987,1.8692317197309762,532.8
4.470542788031808,3.6103017931093144,2.0170333392987803,710.433775
4.644444503074209,4.088228319154607,2.060697840353612,552.0
4.5956174546314505,4.228817806335051,2.3364597338485296,1122.658899
4.3366398186416895,3.6895251053333213,1.792391689498254,408.374746
4.831805808674391,3.9974870727257787,1.9294189257142926,408.0
4.644444503074209,3.5723880503190104,2.041392685158225,792.0
4.925884240433114,4.1178518062124505,2.0453229787866576,532.8
4.997019219814162,3.660345919364133,2.0569048513364727,754.358929
4.736452279637317,3.7379921345898333,2.1398790864012365,702.990032
4.810138388247736,3.474048053152665,1.8808135922807914,206.837111
4.790348508689532,3.8069235782411823,1.9138138523837167,275.395894
4.97614814798078,3.651183301106254,2.0453229787866576,459.738128
4.644444503074209,3.3772574045835975,1.8388490907372552,496.8
4.78593457821307,3.441615598121936,1.845098040014257,336.0
4.950773638795716,3.8987309599159037,1.8260748027008264,321.6
4.644444503074209,3.8381623616000247,1.7993405494535817,302.4
4.500867417872138,3.5151044900248882,1.9084850188786497,430.994107
4.754768663868499,3.997897613381096,2.406540180433955,1836.0
4.729998547283423,3.4016685635542347,1.8260748027008264,67.632476
4.644444503074209,4.374860357001211,1.9822712330395684,844.481918
4.309545003295436,3.78154177558898,1.8808135922807914,364.8
4.44215039567175,4.046896982903371,2.1760912590556813,722.486994
4.378470580135304,3.6368953297648963,2.089905111439398,590.4
4.815252237534912,3.4471189291191275,1.8388490907372552,481.027516
4.644444503074209,3.898897144824443,2.0530784434834195,1124.427734
4.644444503074209,3.5668039702239276,1.7993405494535817,669.682001
4.644444503074209,4.081615723622074,2.0644579892269186,1284.093173
4.809283563698025,3.466122414014276,1.8573324964312685,240.259479
4.518000379235449,4.176499092959312,2.278753600952829,912.0
4.853795521765805,3.9674185034237595,2.0644579892269186,556.8
4.838622443181323,3.797553089066516,1.8920946026904804,115.086827
4.892695517589508,3.5895751444132116,1.9912260756924949,470.4
4.026165408839252,3.6420961098070443,1.8260748027008264,321.6
4.92895884088083,4.055579668120137,1.9777236052888478,383.167471
4.889262474136315,3.7490375085911,1.845098040014257,307.963291
4.909004788766717,3.464324388001275,1.8692317197309762,355.2
4.985022082109535,3.839838024116699,1.9294189257142926,520.364752
4.478710755512759,3.7967590638101107,2.2013971243204513,466.436375
4.3440187377459125,3.81314026960467,1.9242792860618816,451.670309
4.644444503074209,3.9034914898619255,2.0492180226701815,537.6
4.993317168990859,3.4668552453048633,1.8573324964312685,345.6
4.988697160029578,3.7759418102028612,1.8692317197309762,355.2
4.972526817865856,3.7382381339902637,1.8388490907372552,331.2
4.702137461143438,3.751694462358135,1.8573324964312685,428.734656
4.537793917851788,3.8040891381904407,1.919078092376074,398.4
4.2188504776576785,4.0731230257629045,2.012837224705172,494.4
4.427924077684321,3.7868300371622974,1.8864907251724818,369.6
4.644444503074209,3.7125966526830463,1.8692317197309762,831.752839
4.642068627341504,3.4004675226335315,1.8129133566428555,156.124914
4.331912948773648,3.9379495276961727,2.0569048513364727,373.428187
4.2594505237165,3.695566196681371,1.8195439355418688,395.934815
4.644444503074209,3.740689395522166,1.863322860120456,350.4
4.784759894664005,3.8754927592191044,1.806179973983887,231.201886
4.618257344840401,4.508796965383714,1.954242509439325,289.904105
4.644444503074209,3.752588603781207,2.1818435879447726,729.6
4.644444503074209,3.7043013695184337,1.8325089127062364,326.4
4.858585316176071,3.7717920015107604,1.863322860120456,350.4
4.731290538588335,4.181336989511152,1.7993405494535817,105.765111
4.822468841859413,4.03128849918424,2.1335389083702174,639.464548
4.644444503074209,3.311885932591849,1.7853298350107671,292.8
4.812893311819576,3.391895294803073,1.7993405494535817,383.442328
4.809290301176316,3.7277950358801477,1.8195439355418688,316.8
4.668553637533001,3.9095468870856545,1.8260748027008264,99.085943
4.644444503074209,3.663254641253083,1.806179973983887,307.2
4.698865761150679,3.806775741347913,1.9242792860618816,566.935022
4.644444503074209,3.375943942021019,1.9590413923210936,436.8
4.211360859155118,3.5066497754092976,1.9344984512435677,412.8
4.8573686861302106,3.7071034643571568,1.806179973983887,307.2
4.644444503074209,4.410866244841472,1.9084850188786497,388.8
4.644444503074209,3.938130773388584,2.3891660843645326,2345.413441
4.646599751720373,3.9055115116077848,1.8260748027008264,321.6
4.2962701975267965,3.602224893986749,2.03342375548695,773.470977
4.805725083799998,4.222875518368387,1.845098040014257,424.883448
4.450618563451726,3.931682134368249,2.037426497940624,523.2
4.323726367155352,3.892390316109678,2.0253058652647704,508.8
4.801012462976543,3.7862371222766344,1.8864907251724818,364.240307
4.322074505773784,3.6787863250749813,2.123851640967086,638.4
4.976932011193484,4.040566566302625,2.130333768495006,354.729129
4.592853773246955,3.699340197040859,1.7993405494535817,283.995953
4.574424849661118,4.12133143616674,1.9242792860618816,403.2
4.904228516340078,3.418850513721204,1.8129133566428555,20.543176
4.644444503074209,4.251399610456051,1.792391689498254,385.115437
4.478710755512759,3.7080903218895425,1.806179973983887,140.165035
4.336619812907439,4.253594931555026,1.8325089127062364,326.4
4.97649212183163,3.736981216227124,1.8260748027008264,321.6
4.510209777089308,3.8171450271463128,1.919078092376074,398.4
4.2182991258851725,3.6823730185295287,1.7993405494535817,102.879769
4.505231400902134,4.467283067340287,1.9731278535996986,56.868289
4.912094460463952,3.7614407280712703,1.8573324964312685,463.158502
4.851490725839368,3.8355078694425417,1.9344984512435677,205.444066
4.644444503074209,3.5557366881708248,2.012837224705172,741.6
4.318730966888098,4.358992856504801,1.8129133566428555,56.371967
4.644444503074209,3.8953901975760683,2.0530784434834195,813.6
4.719372725319897,3.6144307776064206,2.012837224705172,494.4
4.644444503074209,3.7015367956346803,2.123851640967086,795.864079
4.424603991276581,3.683174825815422,2.1072099696478683,614.4
4.406301678770775,3.699344245623863,1.8129133566428555,72.438681
4.381385866013377,3.9360135103240186,2.0453229787866576,532.8
4.847788518938037,3.9695130641594853,2.0644579892269186,67.881546
4.644444503074209,4.223432612679504,1.8808135922807914,402.636829
4.598560718422805,3.5625940812193324,1.9637878273455553,641.388616
4.644444503074209,3.7894820802321134,1.9493900066449128,342.481173
4.644444503074209,3.6410856456257243,1.8388490907372552,331.2
4.728881109248463,3.745812789432354,1.8512583487190752,340.8
4.574887431035099,3.4110323390811126,1.8195439355418688,412.101933
4.6835783184227155,3.9215295411132116,2.03342375548695,73.700573
4.895046657912062,3.8009866326637582,1.8920946026904804,374.4
4.983008003568008,3.776202943360776,1.863322860120456,350.4
4.644444503074209,3.6727143948285583,1.8573324964312685,345.6
4.644444503074209,3.908131555500628,2.0569048513364727,722.024742
4.861367112539641,3.702063699404892,1.7993405494535817,259.361117
4.995643968134826,3.955585162843255,2.0492180226701815,537.6
4.900334350477512,3.862661089227228,1.9590413923210936,396.295614
4.552716873832473,4.2562962185958035,2.3521825181113627,358.281562
4.644444503074209,3.6982800612605335,1.8512583487190752,653.388564
4.415791055742342,3.9591496111781894,2.0718820073061255,121.032372
4.845872874264217,3.4049034248645746,1.806179973983887,92.813396
4.719074281011886,4.111997768967829,2.041392685158225,528.0
4.644444503074209,3.3738951553630203,1.8195439355418688,159.636956
4.620864475265121,3.7574541128585808,1.8573324964312685,476.156957
4.644444503074209,3.8472970715883865,2.0043213737826426,727.2
4.503940413960889,3.421106462072937,1.8260748027008264,321.6
4.8454143393560125,3.7320584167335684,1.8325089127062364,42.078345
4.294091292476962,3.9233803034179844,2.0681858617461617,561.6
4.490183298625871,4.493621772573497,2.0492180226701815,200.11606
4.644444503074209,3.4605584281899975,1.9030899869919435,676.944023
4.644444503074209,3.940263511183143,2.0718820073061255,566.4
4.644444503074209,4.407997775736779,2.0644579892269186,830.623064
4.779199529220886,4.011680724323344,2.12057393120585,580.473259
4.8046436574364835,3.6411133963782993,2.0453229787866576,60.036683
4.400261610744863,3.7258215509308834,1.8260748027008264,321.6
4.568870257503584,3.673920116909871,1.7853298350107671,47.53101
4.767727125679337,3.6462107098294734,2.041392685158225,303.872752
4.933775709368112,3.7693164682922626,1.863322860120456,100.620067
4.848817003837372,3.9739083498980277,2.0644579892269186,481.339891
4.529122234820963,3.9184578947258486,2.0253058652647704,508.8
4.644444503074209,4.513947537565721,2.184691430817599,1101.6
4.952511537502406,3.6738913941220264,2.0827853703164503,86.320022
4.778643172093456,3.591451378217159,1.9912260756924949,470.4
4.6993520154198585,3.7369746197240015,2.143014800254095,667.2
4.564073978977147,3.435423304472939,1.8388490907372552,56.60333
4.704605172200985,3.6467931108207137,2.041392685158225,262.865172
4.838414578963238,3.7269278258004883,1.8195439355418688,309.577946
4.644444503074209,3.3645688141941914,1.863322860120456,350.4
4.644444503074209,3.7333540714499014,1.863322860120456,365.364581
4.594016662248082,3.9816977822295794,1.9030899869919435,384.0
4.644444503074209,4.344461189375589,2.0086001717619175,489.6
4.644444503074209,3.989669815212166,1.9912260756924949,705.6
4.611340875583322,3.4094514938276212,1.8129133566428555,9.51528
4.591454183700707,3.4233479262292095,1.8325089127062364,244.564334
4.543111543953438,4.051706650499396,1.9912260756924949,639.105556
4.644444503074209,3.336164125691879,1.7993405494535817,453.6
4.644444503074209,3.9350368187653038,2.0453229787866576,532.8
4.389272429175553,3.4524988664832303,1.8512583487190752,511.2
4.644444503074209,3.950858254255245,1.9138138523837167,554.522969
4.717836867486926,3.743226436991569,1.845098040014257,336.0
4.644444503074209,3.453448958935255,1.8692317197309762,402.449823
4.72879191425378,3.9075661825925607,1.8260748027008264,327.020539
4.537516872039572,3.7205507594668124,1.8260748027008264,5.3953
4.644444503074209,3.708950703121804,1.845098040014257,131.401291
4.833816213260789,3.4821081793745963,1.8808135922807914,99.382943
4.644444503074209,3.904439624944477,2.0755469613925306,856.8
4.729893403963238,4.260337209140627,2.187520720836463,739.2
4.644444503074209,3.709402545769711,1.8573324964312685,518.4
4.644444503074209,3.33247453273509,1.7853298350107671,292.8
4.871888034945983,3.74783035497339,1.8512583487190752,340.8
4.644444503074209,3.8786839957969756,1.863322860120456,350.4
4.4722297124644035,3.7312545127365704,1.8512583487190752,340.8
4.195346058348419,3.673809343829613,1.806179973983887,260.879903
4.67460397697161,3.974169276764017,1.8976270912904414,64.546877
4.334152052992287,3.5570088928480375,1.9637878273455553,441.6
4.377069364819653,3.8900066800079567,2.0253058652647704,37.910623
4.844514452642138,4.370048393009717,1.8692317197309762,202.860399
4.644444503074209,3.407930786732268,1.8573324964312685,345.6
4.953658231783385,3.709538842318536,1.7993405494535817,94.030308
4.644444503074209,3.404447894184295,1.8388490907372552,331.2
4.663992869084197,3.472696974099149,1.8692317197309762,355.2
4.736508049835306,3.63979761961651,2.037426497940624,286.234931
4.644444503074209,3.769695441554228,2.2068258760318495,1159.2
4.985282733406698,3.7219911812146416,1.8195439355418688,316.8
4.896961396136567,3.7411433750808083,1.8388490907372552,466.570791
4.644444503074209,4.2125520320866325,1.8388490907372552,331.2
4.644444503074209,3.754199225307666,1.8808135922807914,364.8
4.644444503074209,4.082828755962631,2.0492180226701815,1252.406235
4.473267942835296,3.389798593394983,1.8388490907372552,331.2
4.363273436690459,3.7054927510456563,1.8129133566428555,312.0
4.7322650609090315,3.507178194794799,1.9030899869919435,421.484456
4.717129377876929,4.089033639288815,2.1931245983544616,430.505942
4.244920043912454,3.434921737820211,1.8512583487190752,398.502948
4.469615861200391,3.3904830861690765,1.792391689498254,7.646763
4.767578818787701,3.550820701422044,1.9444826721501687,55.510526
4.408782494404144,3.6928072494656052,1.7993405494535817,351.270869
4.644444503074209,3.9050642653953997,2.0492180226701815,806.4
4.273417994771454,3.6311306524203903,1.8325089127062364,647.454583
4.521007252408604,4.524699171551507,2.0253058652647704,508.8
4.680743322963766,3.7752886205505685,1.8692317197309762,128.43823
4.769214804537868,4.651234092002797,2.100370545117563,302.033971
4.181614951728961,3.5834388855823023,2.0,480.0
4.714824137989269,3.8349248172606387,2.2329961103921536,1003.160633
4.369623976640632,3.723067027112466,1.8573324964312685,518.4
4.334534168609156,3.490872657564508,1.8976270912904414,379.2
4.899262233976907,3.5550594513801723,1.954242509439325,244.362072
4.884970858198803,3.4120249467293786,1.806179973983887,201.455005
4.827898892659862,3.395803195599674,1.792391689498254,297.6
4.686046085799926,4.132761464147989,2.060697840353612,552.0
4.890298035126704,3.67075633623605,2.0644579892269186,741.418485
4.684953024616142,4.457667387789975,2.0170333392987803,707.430832
4.5293918513764115,3.4415430864819885,1.8573324964312685,305.575785
4.374968186299234,3.791207075669795,1.9294189257142926,376.126419
4.4493549587027985,3.588120046698577,2.0211892990699383,701.708239
4.858513136266998,4.277135256231813,1.8325089127062364,152.184244
4.833765270373453,3.744550803788958,1.8388490907372552,176.819414
4.876494961402004,3.6999468651791303,1.7993405494535817,104.454624
4.644444503074209,4.018802251842858,1.9912260756924949,941.718054
4.644444503074209,3.3423472274461976,1.8129133566428555,468.0
4.618529216771113,3.94001043950569,2.0453229787866576,121.306839
4.67207937692625,3.874151795698186,1.9822712330395684,460.8
4.756628502321419,3.4171432543715996,1.8260748027008264,67.859881
4.530161263362409,3.9581164418157155,2.0569048513364727,539.843003
4.772373056075185,4.13896472708051,2.0644579892269186,556.8
4.603912643010643,3.458913133314392,1.863322860120456,350.4
4.831216882631442,3.744138948882828,1.8388490907372552,331.2
4.335758693370393,3.7073594707095623,2.1335389083702174,765.709629
4.644444503074209,4.382806984039177,1.9395192526186185,626.4
4.644444503074209,3.548765126820102,1.8260748027008264,321.6
4.534356146013838,4.463762223678946,2.387389826338729,494.395024
4.81947154709568,4.297414713348942,2.089905111439398,115.545086
4.486940280704696,3.674986634169173,1.7853298350107671,19.938981
4.644444503074209,4.550691101053314,2.0530784434834195,799.926741
4.302979936748249,4.539218902466294,2.037426497940624,523.2
4.644444503074209,4.305701863366765,2.2624510897304293,878.4
4.887020579499875,4.145399027007838,2.24551266781415,444.470676
4.9886169183932285,3.7711528339071676,1.863322860120456,268.819985
4.898664858722267,3.7478649034896656,1.8388490907372552,331.2
4.644444503074209,3.360650892062794,1.792391689498254,297.6
4.268975581097807,3.797538414121958,1.9344984512435677,412.8
4.644444503074209,3.571327695907276,2.0492180226701815,806.4
4.610479169346105,3.723054743150214,1.8260748027008264,321.6
4.644444503074209,3.7084787550995486,1.8692317197309762,532.8
4.2426159575692655,3.85288217028146,2.2624510897304293,1317.6
4.926311571512884,3.6629120825849264,2.0569048513364727,691.412378
4.644444503074209,3.9616697193193375,2.103803720955957,804.811859
4.617419746737177,4.170498055169165,1.792391689498254,297.6
4.644444503074209,3.9494718979330607,2.1335389083702174,1090.86434
4.991810650165468,3.7585029973096575,1.8512583487190752,50.587035
4.644444503074209,3.6209369354703482,2.0492180226701815,537.6
4.945567053442389,4.443674223100002,2.361727836017593,151.528482
4.765869639434447,4.015541965338452,2.110589710299249,347.075948
4.414137362184476,3.894974835553239,1.8195439355418688,271.697529
4.322074505773784,3.6787863250749813,2.123851640967086,638.4
4.817737202479854,4.153098216261091,2.247973266361807,849.6
4.644444503074209,3.6054241048535456,1.7993405494535817,639.45899
4.599697529776849,3.446367435360993,1.8573324964312685,345.6
4.769687425683675,3.6397783683403633,2.041392685158225,528.0
4.408731661082625,3.983379278629834,2.093421685162235,595.2
4.686341277784655,3.7002717576223287,2.113943352306837,624.0
4.644444503074209,3.841886201613859,2.292256071356476,1337.063487
4.528222302178018,3.46193631724785,1.8692317197309762,355.2
4.347408083712254,4.340521718511546,1.8976270912904414,125.194389
4.8193728161293246,3.955631062430859,2.0530784434834195,235.220971
4.644444503074209,3.724583825460012,1.8808135922807914,395.34111
4.234542591311529,3.6196519646638614,2.0530784434834195,542.4
4.644444503074209,3.709589466514166,1.8692317197309762,772.798511
4.644444503074209,3.977373421146848,2.12057393120585,633.6
4.644444503074209,3.914071343964478,1.863322860120456,350.4
4.830922119858525,3.9946380555425955,2.1172712956557644,168.517149
4.404799518857654,3.6825971696094215,1.806179973983887,307.2
4.644444503074209,3.7977529366992266,1.9444826721501687,633.6
4.522718026587241,3.917013685910839,2.0211892990699383,504.0
4.644444503074209,3.406446505445083,1.8920946026904804,845.654042
4.837575813212417,3.6534710500985352,2.0569048513364727,92.915251
4.3080305542661055,3.580231578078905,2.0,668.29397
4.118231648327027,3.936282635328988,2.0681858617461617,700.901632
4.644444503074209,3.7411956537825346,1.863322860120456,525.6
4.690904554054967,3.554596251329124,1.9590413923210936,25.299
4.628756647306123,3.689242491369212,1.7993405494535817,375.330097
4.476048671600609,3.440427576198684,1.8692317197309762,418.233667
4.644444503074209,3.5171361483837753,1.9344984512435677,398.240791
4.331427296520743,4.03890530006666,2.1398790864012365,938.513425
4.5230307217546715,3.867795466452104,1.8129133566428555,338.619869
4.1973357031300615,4.004784582522159,1.954242509439325,339.344531
4.603891020183559,3.70922027662649,1.8129133566428555,302.818833
4.415791055742342,3.931144089596039,2.0530784434834195,619.165344
4.644444503074209,3.3472847292166894,1.8325089127062364,326.4
4.743595987924983,3.905407473580631,2.0,259.561195
4.095483185829541,3.4072952196212816,1.845098040014257,336.0
4.810366953681625,4.25705283598078,1.8808135922807914,364.8
